WBID,Name,Flow_Regim,Notice,Flow_Durat,Site_Visit,WetDry_Map,Water_Watc,GIS_Imager,Modeled,Historical,Other,WSHED,Length_Mi,Webpage,FR_Text,Shape__Len
AZ15070102-026,Ash Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,MG,1.78101359446,www.azdeq.gov/flowregimes,Perennial,2866.2692747
AZ15040004-025A,Blue River,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,UG,3.84225572081,www.azdeq.gov/flowregimes,Perennial,6183.5235578
AZ15060102-012-I,Becker Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,No,Yes,No,SR,4.24214453609,www.azdeq.gov/flowregimes,Perennial,6827.08351045
AZ15060102-200-I,Bear Cienega Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,No,Yes,No,SR,3.50813477408,www.azdeq.gov/flowregimes,Perennial,5645.80694147
AZ15010002-012,Colorado River,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,Yes,No,No,CG,15.9046223009,www.azdeq.gov/flowregimes,Perennial,25596.0596644
AZ15010001-020B,Bright Angel Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,CG,7.26519464998,www.azdeq.gov/flowregimes,Perennial,11692.2208032
AZ15060101-026,Conklin Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,SR,7.4054621983,www.azdeq.gov/flowregimes,Perennial,11917.959992
AZ15050301-561C,Alum Gulch,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,SC,4.06909686699,www.azdeq.gov/flowregimes,Perennial,6548.58972548
AZ15040002-001,Gila River,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,Yes,No,No,UG,16.2643818383,www.azdeq.gov/flowregimes,Perennial,26175.0376753
AZ15060203-016,Deadman Creek,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,Yes,No,VR,18.6374629157,www.azdeq.gov/flowregimes,Intermittent,29994.1491069
AZ15060102-174-I,Alchesay Spring,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,No,Yes,No,SR,0.0851115679711,www.azdeq.gov/flowregimes,Perennial,136.974065193
AZ15070102-019,Agua Fria River,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,Yes,No,No,MG,5.48062385598,www.azdeq.gov/flowregimes,Intermittent,8820.22675933
AZ15020010-006,Chevelon Canyon,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,Yes,Yes,No,LC,26.0942641015,www.azdeq.gov/flowregimes,Perennial,41994.7313556
AZ15060101-279,Bear Creek,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,No,No,No,SR,4.11141106802,www.azdeq.gov/flowregimes,Intermittent,6616.68796724
AZ15040005-028B,Eagle Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,Yes,Yes,No,UG,3.71955092421,www.azdeq.gov/flowregimes,Perennial,5986.04893466
AZ15020001-211,Fish Creek,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,Yes,No,No,LC,9.39065104794,www.azdeq.gov/flowregimes,Intermittent,15112.8181457
AZ15030104-018,Colorado River,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,Yes,No,No,CL,7.73288372277,www.azdeq.gov/flowregimes,Perennial,12444.8949117
AZ15020005-240,Big Spring Wash,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,LC,0.185191575965,www.azdeq.gov/flowregimes,Perennial,298.037547705
AZ15060101-361,Boggy Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,No,No,No,SR,7.1522070169,www.azdeq.gov/flowregimes,Perennial,11510.3844702
AZ15020008-521,General Springs Creek,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,Yes,Yes,No,LC,11.3970222627,www.azdeq.gov/flowregimes,Intermittent,18341.7660798
AZ15060203-022A,East Verde River,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,VR,8.15041862219,www.azdeq.gov/flowregimes,Perennial,13116.8535408
AZ15060105-366,East Fork Horton Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,SR,1.6279981346,www.azdeq.gov/flowregimes,Perennial,2620.01426997
AZ15030202-012,Francis Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,Yes,Yes,No,BW,22.9767286714,www.azdeq.gov/flowregimes,Perennial,36977.534382
AZ15020008-009,East Clear Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,Yes,Yes,Yes,No,LC,27.2828338825,www.azdeq.gov/flowregimes,Perennial,43907.5528269
AZ15060102-242-I,Boyce Spring,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,No,Yes,No,SR,0.945614621578,www.azdeq.gov/flowregimes,Perennial,1521.82226119
AZ14070006-003,Colorado River,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,Yes,No,No,No,Yes,No,No,CG,1.20722769532,www.azdeq.gov/flowregimes,Perennial,1942.8485338
AZ15060203-524,Dripping Springs,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,VR,0.0750142156542,www.azdeq.gov/flowregimes,Perennial,120.723919326
AZ15010002-018B,Crystal Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,Yes,Yes,No,CG,9.15504783714,www.azdeq.gov/flowregimes,Perennial,14733.6507737
AZ15040005-1367,East Eagle Creek,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,Yes,Yes,Yes,No,UG,14.2014727482,www.azdeq.gov/flowregimes,Intermittent,22855.1006686
AZ15060203-657,Big Springs,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,VR,0.145554792379,www.azdeq.gov/flowregimes,Perennial,234.248200284
AZ15060101-509-I,Flash Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,No,Yes,No,SR,10.2191714148,www.azdeq.gov/flowregimes,Perennial,16446.1950938
AZ15060101-015-I,Big Bonito Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,No,Yes,No,SR,24.4029115969,www.azdeq.gov/flowregimes,Perennial,39272.7579065
AZ15020001-215,Beehive Spring,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,No,No,No,LC,0.873378135049,www.azdeq.gov/flowregimes,Intermittent,1405.56867251
AZ15060104-007-I,Carrizo Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,No,Yes,No,SR,8.96552313229,www.azdeq.gov/flowregimes,Perennial,14428.6397171
AZL15010005-0930,Lake Mead,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,No,No,No,CG,72.292294824,www.azdeq.gov/flowregimes,Perennial,116343.403608
AZ15010001-011,Colorado River,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,Yes,No,No,CG,1.87152503524,www.azdeq.gov/flowregimes,Perennial,3011.93361018
AZ15020015-158,Ashurst Run,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,LC,4.98975913139,www.azdeq.gov/flowregimes,Perennial,8030.25498006
AZ15040004-040,Coleman Creek,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,Yes,No,UG,7.25827166729,www.azdeq.gov/flowregimes,Intermittent,11681.0793203
AZ15020001-285,Benton Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,Yes,No,No,LC,5.21649781248,www.azdeq.gov/flowregimes,Perennial,8395.15624585
AZ15070102-023,Agua Fria River,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,Yes,No,No,Yes,Yes,No,MG,9.05953761221,www.azdeq.gov/flowregimes,Perennial,14579.9416589
AZ15030202-008,Burro Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,Yes,Yes,No,BW,12.4374956664,www.azdeq.gov/flowregimes,Perennial,20016.2490583
AZ15060101-007,Black River,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,Yes,No,No,No,Yes,No,No,SR,13.143145872,www.azdeq.gov/flowregimes,Perennial,21151.885254
AZ15040004-026,Blue River,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,Yes,Yes,No,UG,21.7655710013,www.azdeq.gov/flowregimes,Perennial,35028.3611542
AZ15030201-002,Big Sandy River,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,BW,1.08197125625,www.azdeq.gov/flowregimes,Perennial,1741.26743196
AZ15040006-852A,Cave Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,UG,7.50046249423,www.azdeq.gov/flowregimes,Perennial,12070.848454
AZ15060203-022C,East Verde River,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,Yes,No,No,No,Yes,Yes,No,VR,25.1467181728,www.azdeq.gov/flowregimes,Perennial,40469.8009507
AZ15060203-608,Fossil Springs,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,VR,0.0446459490428,www.azdeq.gov/flowregimes,Perennial,71.850833918
AZ15050203-004B,Aravaipa Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,Yes,No,No,SP,15.520345544,www.azdeq.gov/flowregimes,Perennial,24977.6249344
AZ15020008-537,Barbershop Canyon Creek,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,No,Yes,No,LC,14.1167473877,www.azdeq.gov/flowregimes,Intermittent,22718.7481454
AZ15030101-006,Colorado River,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,Yes,No,No,CL,42.005773308,www.azdeq.gov/flowregimes,Perennial,67601.8744423
AZ15070102-031B,Agua Fria River,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,Yes,No,No,Yes,No,No,MG,17.7747566492,www.azdeq.gov/flowregimes,Intermittent,28605.7551764
AZ15010007-008B,Cottonwood Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,CG,3.99905563382,www.azdeq.gov/flowregimes,Perennial,6435.86906169
AZ15030201-004,Big Sandy River,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,Yes,Yes,Yes,No,BW,14.5550351971,www.azdeq.gov/flowregimes,Intermittent,23424.1054125
AZ15060103-019-I,Cibecue Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,No,Yes,No,SR,30.2820453609,www.azdeq.gov/flowregimes,Perennial,48734.325478
AZ15060101-023A,Bear Wallow Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,No,Yes,No,SR,4.24072033237,www.azdeq.gov/flowregimes,Perennial,6824.79147217
AZ15060101-630-I,Crooked Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,No,Yes,No,SR,7.81974709894,www.azdeq.gov/flowregimes,Perennial,12584.6882446
AZ15060103-015B,Cherry Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,Yes,No,No,No,Yes,Yes,No,SR,40.8607836178,www.azdeq.gov/flowregimes,Perennial,65759.188469
AZ15030202-005C,Boulder Creek,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,Yes,No,BW,5.13011907164,www.azdeq.gov/flowregimes,Intermittent,8256.14285952
AZ15030104-009,Colorado River,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,Yes,No,No,CL,25.9097187191,www.azdeq.gov/flowregimes,Perennial,41697.7337577
AZ15030204-003B,Bill Williams River,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,No,Yes,No,BW,20.1784179052,www.azdeq.gov/flowregimes,Intermittent,32474.0807335
AZ15050301-012,East Nogales Wash,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,SC,2.02648301529,www.azdeq.gov/flowregimes,Perennial,3261.31480439
AZ15060105-370,Dick Williams Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,SR,2.06494061188,www.azdeq.gov/flowregimes,Perennial,3323.20643051
AZ15030104-001,Colorado River,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,Yes,No,No,CL,10.9294998093,www.azdeq.gov/flowregimes,Perennial,17589.3601198
AZ15060202-616,Big Spring Canyon,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,No,Yes,No,VR,10.8621085151,www.azdeq.gov/flowregimes,Intermittent,17480.9041279
AZ15060102-019-I,Firebox Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,No,Yes,No,SR,12.9993368293,www.azdeq.gov/flowregimes,Perennial,20920.4465711
AZ15060101-024-I,Boggy Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,No,Yes,No,SR,6.25528805883,www.azdeq.gov/flowregimes,Perennial,10066.9304396
AZ15070102-034B,Big Bug Creek,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,Yes,Yes,No,MG,23.2770793852,www.azdeq.gov/flowregimes,Intermittent,37460.9029678
AZ15060103-052B,P B Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,SR,3.02134287858,www.azdeq.gov/flowregimes,Perennial,4862.38975836
AZ15060101-501-I,Hughey Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,No,Yes,No,SR,4.30626986051,www.azdeq.gov/flowregimes,Perennial,6930.28342295
AZ15040005-020,Gila River,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,Yes,No,No,No,Yes,Yes,No,UG,9.34763649293,www.azdeq.gov/flowregimes,Perennial,15043.5927913
AZ15020016-008-I,Little Colorado River,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,No,Yes,No,LC,7.32323402256,www.azdeq.gov/flowregimes,Intermittent,11785.6263061
AZ15060101-035,Heifer Branch Beaver Creek,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,No,No,No,SR,5.85534319196,www.azdeq.gov/flowregimes,Intermittent,9423.28028048
AZ15060202-059A,Granite Creek,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,Yes,Yes,No,VR,6.19657185047,www.azdeq.gov/flowregimes,Intermittent,9972.43567299
AZ15060102-194-I,Lame Deer Canyon,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,No,Yes,No,SR,3.75972364597,www.azdeq.gov/flowregimes,Perennial,6050.7007927
AZ15070201-008,Gila River,E,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,No,Yes,No,CL,18.2569912812,www.azdeq.gov/flowregimes,Ephemeral,29381.8381402
AZ15020001-020,Morrison Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,No,No,No,LC,4.06338945851,www.azdeq.gov/flowregimes,Perennial,6539.40452353
AZ15060102-005-I,North Fork White River,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,No,Yes,No,SR,10.7897630984,www.azdeq.gov/flowregimes,Perennial,17364.4752329
AZ15040005-012-I,Gila River,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,No,Yes,No,UG,3.88406869876,www.azdeq.gov/flowregimes,Perennial,6250.81515757
AZ15020002-013,Little Colorado River,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,No,Yes,No,LC,4.30768232959,www.azdeq.gov/flowregimes,Intermittent,6932.55657615
AZ15010004-001B,Havasu Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,Yes,No,No,CG,0.865207061247,www.azdeq.gov/flowregimes,Perennial,1392.41857761
AZ15060101-040-I,Paddy Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,No,Yes,No,SR,8.20275194102,www.azdeq.gov/flowregimes,Perennial,13201.0760219
AZ15020001-011B,Little Colorado River,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,No,No,No,LC,13.4456810825,www.azdeq.gov/flowregimes,Intermittent,21638.7694535
AZ15040004-1367,Jackson Creek,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,Yes,No,No,UG,4.82909579861,www.azdeq.gov/flowregimes,Intermittent,7771.6918923
AZ15060101-016-I,Little Bonito Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,No,Yes,No,SR,17.5187948813,www.azdeq.gov/flowregimes,Perennial,28193.8238171
AZ15020001-012,Hall Creek,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,Yes,No,No,LC,10.7944874696,www.azdeq.gov/flowregimes,Intermittent,17372.0783865
AZ15060105-012B,Haigler Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,Yes,No,No,SR,7.8496787182,www.azdeq.gov/flowregimes,Perennial,12632.8586128
AZ15070101-008,Gila River,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,Yes,No,No,MG,9.67057142792,www.azdeq.gov/flowregimes,Perennial,15563.3072307
AZ15020008-001-I,Little Colorado River,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,No,Yes,No,LC,23.421478028,www.azdeq.gov/flowregimes,Intermittent,37693.2905221
AZ15060102-148-I,Moon Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,No,Yes,No,SR,5.05830637711,www.azdeq.gov/flowregimes,Perennial,8140.5712993
AZ15070103-278,Lion Canyon Creek,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,No,No,No,MG,4.31519116892,www.azdeq.gov/flowregimes,Intermittent,6944.64090584
AZ15060203-049B,Pine Creek,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,Yes,No,VR,12.058351244,www.azdeq.gov/flowregimes,Intermittent,19406.0740366
AZ15020008-550,Leonard Canyon Creek,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,Yes,Yes,No,LC,20.2708219126,www.azdeq.gov/flowregimes,Intermittent,32622.7908656
AZ15040005-016,Gila River,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,No,Yes,No,UG,0.616181103903,www.azdeq.gov/flowregimes,Intermittent,991.649345778
AZ15060102-020-I,Little Diamond Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,No,Yes,No,SR,11.914055031,www.azdeq.gov/flowregimes,Perennial,19173.8513275
AZ15060102-010-I,Paradise Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,No,Yes,No,SR,11.8771627109,www.azdeq.gov/flowregimes,Perennial,19114.4787748
AZ15020001-350,Lily Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,LC,3.14691999071,www.azdeq.gov/flowregimes,Perennial,5064.48693451
AZ15060103-892,Miller Springs Gulch,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,SR,1.56490634477,www.azdeq.gov/flowregimes,Perennial,2518.47767347
AZ15070103-005,Hassayampa River,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,No,Yes,No,MG,1.68565055627,www.azdeq.gov/flowregimes,Intermittent,2712.79703443
AZ15060103-280F,Pinal Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,SR,2.41631275952,www.azdeq.gov/flowregimes,Perennial,3888.68621904
AZ15050100-002I-I,Gila River,E,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,No,Yes,No,SC,23.5612619042,www.azdeq.gov/flowregimes,Ephemeral,37918.2513145
AZ15020016-013-I,Little Colorado River,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,No,Yes,No,LC,4.15891343881,www.azdeq.gov/flowregimes,Intermittent,6693.13577554
AZ15010003-006,Kanab Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,Yes,No,CG,10.0453815919,www.azdeq.gov/flowregimes,Perennial,16166.5069257
AZ15020001-222,Rosey Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,No,No,No,LC,3.05630128798,www.azdeq.gov/flowregimes,Perennial,4918.6499773
AZ15040004-043,Grant Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,Yes,No,No,UG,10.6916341016,www.azdeq.gov/flowregimes,Perennial,17206.5516047
AZ15020001-007,Little Colorado River,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,Yes,No,No,No,Yes,Yes,No,LC,3.07784643156,www.azdeq.gov/flowregimes,Perennial,4953.3235942
AZ15060103-797,Hinton Creek,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,Yes,No,No,No,SR,2.08041411957,www.azdeq.gov/flowregimes,Intermittent,3348.10867706
AZ15020001-013B,Little Colorado River West Fork,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,LC,0.960663713447,www.azdeq.gov/flowregimes,Perennial,1546.04147534
AZ15060203-484,Pieper Hachery Spring,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,VR,0.103833485925,www.azdeq.gov/flowregimes,Perennial,167.104131781
AZ15020001-010,Little Colorado River,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,Yes,No,No,No,Yes,No,No,LC,3.61890704827,www.azdeq.gov/flowregimes,Perennial,5824.07799285
AZ15060102-201-I,Ord Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,No,Yes,No,SR,8.34548543214,www.azdeq.gov/flowregimes,Perennial,13430.7837689
AZ15060101-515-I,Lofer Cienega Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,No,Yes,No,SR,7.14580307371,www.azdeq.gov/flowregimes,Perennial,11500.078302
AZ15060101-336,Horse Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,No,No,No,SR,5.73111724052,www.azdeq.gov/flowregimes,Perennial,9223.35759104
AZ15050100-007,Gila River,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,Yes,No,Yes,No,MG,15.9592278654,www.azdeq.gov/flowregimes,Intermittent,25683.9389778
AZ15020008-017,Little Colorado River,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,Yes,Yes,No,LC,17.500118213,www.azdeq.gov/flowregimes,Perennial,28163.7665729
AZ15050100-016,Reymert Wash,E,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,No,Yes,No,MG,4.61774544146,www.azdeq.gov/flowregimes,Ephemeral,7431.55578286
AZ15060103-018B,Pinto Creek,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,Yes,Yes,No,SR,15.4695094449,www.azdeq.gov/flowregimes,Intermittent,24895.8119996
AZ15050301-576,Redrock Canyon Creek,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,Yes,No,No,SC,13.5208909398,www.azdeq.gov/flowregimes,Intermittent,21759.8082282
AZ15020001-017A,Nutrioso Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,Yes,No,No,No,Yes,No,No,LC,14.5024534071,www.azdeq.gov/flowregimes,Perennial,23339.4830549
AZ15020002-700,McKay Spring,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,LC,2.76506522094,www.azdeq.gov/flowregimes,Perennial,4449.95002282
AZ15040005-010-I,Gila River,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,No,Yes,No,UG,8.73429800513,www.azdeq.gov/flowregimes,Intermittent,14056.5182018
AZ15020002-010,Little Colorado River,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,No,No,No,LC,1.32876768861,www.azdeq.gov/flowregimes,Intermittent,2138.44858396
AZ15010003-005,Kanab Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,Yes,No,CG,8.6330645906,www.azdeq.gov/flowregimes,Perennial,13893.5984877
AZ15040004-471B,Little Blue Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,Yes,No,No,UG,3.1366048061,www.azdeq.gov/flowregimes,Perennial,5047.88622085
AZ15060202-019,Oak Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,Yes,No,No,VR,3.40133918629,www.azdeq.gov/flowregimes,Perennial,5473.9357593
AZ15010005-1091,Lake Connector,E,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,Yes,Yes,No,No,CG,0.120434862477,www.azdeq.gov/flowregimes,Ephemeral,193.821510961
AZ15060102-009-I,North Fork White River,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,No,Yes,No,SR,11.065636671,www.azdeq.gov/flowregimes,Perennial,17808.4515995
AZ15050302-018,Mattie Canyon,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,Yes,No,Yes,No,SC,12.4838749897,www.azdeq.gov/flowregimes,Intermittent,20090.8894932
AZ15040005-014,Gila River,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,No,Yes,No,UG,6.29070543947,www.azdeq.gov/flowregimes,Intermittent,10123.9293026
AZ15020002-005,Little Colorado River,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,Yes,No,Yes,No,LC,16.4972947984,www.azdeq.gov/flowregimes,Intermittent,26549.8754998
AZ15060102-008-I,North Fork White River,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,No,Yes,No,SR,5.95671082272,www.azdeq.gov/flowregimes,Perennial,9586.41599511
AZ15040002-003,Gila River,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,Yes,No,No,UG,3.08465076706,www.azdeq.gov/flowregimes,Perennial,4964.27413261
